date,Open,High,Low,Close,Volume,Dividends,Stock Splits,raw_return,log_return,price,dp,log_volume,RF
2016-01-04,430.0610046386719,434.5169982910156,429.0840148925781,433.09100341796875,38477500,0.0,0.0,0.007162647438718084,0.007137117514959161,433.09100341796875,,17.465584212836244,0.0
2016-01-05,433.0690002441406,434.1820068359375,429.6759948730469,431.9599914550781,34522600,0.0,0.0,-0.0026114880105212457,-0.002614903893657051,431.9599914550781,,17.357124739999044,0.0
2016-01-06,431.8559875488281,431.8559875488281,426.34100341796875,429.1050109863281,34042500,0.0,0.0,-0.006609363193875617,-0.006631301754831982,429.1050109863281,,17.343120301980868,0.0
2016-01-07,430.010986328125,458.7659912109375,429.0769958496094,458.0480041503906,87562200,0.0,0.0,0.06744967414278147,0.06527232134918742,458.0480041503906,,18.287859955931435,0.0
2016-01-08,457.5379943847656,462.9339904785156,447.93798828125,453.2300109863281,56993000,0.0,0.0,-0.010518533255044149,-0.010574244034119464,453.2300109863281,,17.85843901123988,0.0
2016-01-11,448.697998046875,450.6619873046875,443.8550109863281,448.4280090332031,40450000,0.0,0.0,0.0009754921892843882,0.0009750167059737574,448.4280090332031,,17.515577201468776,0.0
2016-01-12,448.1820068359375,448.1820068359375,435.69000244140625,435.69000244140625,115607000,0.0,0.0,-0.028405912064368155,-0.028817166747445385,435.69000244140625,,18.56570706600247,0.0
2016-01-13,434.6650085449219,435.1860046386719,424.4429931640625,432.3710021972656,173888000,0.0,0.0,-0.007617802165628018,-0.007646965823602343,432.3710021972656,,18.973921971768156,0.0
2016-01-14,432.2879943847656,433.3240051269531,427.8450012207031,430.3059997558594,43945500,0.0,0.0,-0.004775996611502853,-0.0047874381276169385,430.3059997558594,,17.598460787774844,0.0
2016-01-15,430.2550048828125,430.2550048828125,364.33099365234375,364.33099365234375,153351008,0.0,0.0,-0.1533211392380016,-0.1664338052665779,364.33099365234375,,18.848240021701496,0.0
2016-01-19,387.0260009765625,387.7300109863281,378.97198486328125,380.14898681640625,46819800,0.0,0.0,-0.018129113109683792,-0.018295459016986062,380.14898681640625,,17.661816748339145,0.0
2016-01-20,379.739990234375,425.2669982910156,376.5989990234375,420.2300109863281,121720000,0.0,0.0,0.10543504141779825,0.10023896012970848,420.2300109863281,,18.617233882993045,0.0
2016-01-21,419.6319885253906,422.87701416015625,406.29998779296875,410.2619934082031,68338000,0.0,0.0,-0.023720384830985597,-0.024006242647881867,410.2619934082031,,18.03997653878566,0.0
2016-01-22,409.7510070800781,410.4100036621094,375.2820129394531,382.49200439453125,91546600,0.0,0.0,-0.06768842705359068,-0.070088214427767,382.49200439453125,,18.332358690219294,0.0
2016-01-25,402.3169860839844,402.3169860839844,388.5539855957031,391.72601318359375,59062400,0.0,0.0,-0.02790522118354022,-0.028301970204966494,391.72601318359375,,17.894105070095108,0.0
2016-01-26,392.00201416015625,397.7659912109375,390.57501220703125,392.15301513671875,58147000,0.0,0.0,0.0010900525845978226,0.0010894589086653844,392.15301513671875,,17.87848484488443,0.0
2016-01-27,392.4440002441406,396.8429870605469,391.7820129394531,394.97198486328125,47424400,0.0,0.0,0.007188443331437089,0.007162729626808593,394.97198486328125,,17.674647422150233,0.0
2016-01-28,395.14599609375,395.50201416015625,379.7349853515625,380.28900146484375,59247900,0.0,0.0,-0.037174746465929664,-0.0378833441545607,380.28900146484375,,17.89724089431342,0.0
2016-01-29,380.1080017089844,384.3789978027344,365.4519958496094,379.4739990234375,86125296,0.0,0.0,-0.0021431133644858047,-0.002145413118275195,379.4739990234375,,18.271313724157213,0.0
2016-02-01,369.3500061035156,378.0719909667969,367.9570007324219,373.0559997558594,51656700,0.0,0.0,0.011630654274163321,0.011563538116676307,373.0559997558594,,17.760130464381383,1e-05
2016-02-02,372.9200134277344,375.88299560546875,372.9200134277344,374.447998046875,40378700,0.0,0.0,0.0037313387049842106,0.0037243945294053483,374.447998046875,,17.5138129761752,1e-05
2016-02-03,374.64599609375,374.95001220703125,368.0450134277344,369.9490051269531,45933400,0.0,0.0,-0.012015000596581338,-0.012087764139591044,369.9490051269531,,17.64270307925348,1e-05
2016-02-04,370.17401123046875,391.6080017089844,369.9930114746094,389.593994140625,69285504,0.0,0.0,0.053101883614825374,0.051739984040954964,389.593994140625,,18.05374626479029,1e-05
2016-02-05,388.89801025390625,391.093994140625,385.5719909667969,386.54901123046875,43825000,0.0,0.0,-0.007815785037633693,-0.007846488370578702,386.54901123046875,,17.595714988771572,1e-05
2016-02-08,376.7569885253906,379.8789978027344,373.3340148925781,373.4469909667969,47671100,0.0,0.0,-0.00842494873221833,-0.008460639214485643,373.4469909667969,,17.679835902224198,1e-05
2016-02-09,373.4230041503906,377.2460021972656,372.89801025390625,376.02899169921875,55318500,0.0,0.0,0.006913968501225387,0.00689017662225599,376.02899169921875,,17.82861794942575,1e-05
2016-02-10,376.14599609375,385.4830017089844,375.7829895019531,381.64898681640625,85130896,0.0,0.0,0.014945643131907493,0.014835057495084155,381.64898681640625,,18.259700582884143,1e-05
2016-02-11,382.114013671875,383.1300048828125,376.39898681640625,379.65399169921875,74375600,0.0,0.0,-0.005227303585499055,-0.00524101373583598,379.65399169921875,,18.12463848902442,1e-05
2016-02-12,379.6860046386719,384.9540100097656,379.6000061035156,384.26300048828125,67042800,0.0,0.0,0.012140024574571084,0.012066925497951821,384.26300048828125,,18.020841779375708,1e-05
2016-02-16,401.4320068359375,408.94500732421875,401.4320068359375,407.4880065917969,73093104,0.0,0.0,0.018249082493738022,0.018084566484096332,407.4880065917969,,18.10724458374473,1e-05
2016-02-17,407.656005859375,421.1669921875,406.78399658203125,416.3219909667969,83193600,0.0,0.0,0.021679127316867275,0.021447477040665734,416.3219909667969,,18.236680979755782,1e-05
2016-02-18,416.5719909667969,425.9960021972656,415.63800048828125,422.37298583984375,76752600,0.0,0.0,0.014534410875089776,0.014429798757375453,422.37298583984375,,18.156097820079292,1e-05
2016-02-19,422.7300109863281,423.10400390625,417.60400390625,420.7850036621094,55711300,0.0,0.0,-0.003759667949825962,-0.003766753265904786,420.7850036621094,,17.83569355685308,1e-05
2016-02-22,438.989013671875,439.0450134277344,432.9169921875,437.74798583984375,85385200,0.0,0.0,-0.0023929423119869453,-0.002395809974121328,437.74798583984375,,18.262683341632524,1e-05
2016-02-23,438.2550048828125,439.8580017089844,417.8210144042969,420.7359924316406,85244896,0.0,0.0,-0.03886252811778146,-0.03963782937665178,420.7359924316406,,18.26103880136782,1e-05
2016-02-24,420.95599365234375,425.54998779296875,413.9070129394531,424.9549865722656,67743696,0.0,0.0,0.01002765205857803,0.00997770875420976,424.9549865722656,,18.031241965424375,1e-05
2016-02-25,425.0369873046875,427.718994140625,420.4150085449219,424.54400634765625,70798000,0.0,0.0,-0.0009671147241367972,-0.0009675826813181336,424.54400634765625,,18.075341309677377,1e-05
2016-02-26,424.6289978027344,432.1520080566406,421.6199951171875,432.1520080566406,61486000,0.0,0.0,0.017920407767467728,0.017761730167476383,432.1520080566406,,17.934320064585886,1e-05
2016-02-29,433.43798828125,441.5069885253906,431.6929931640625,437.6969909667969,60694700,0.0,0.0,0.009672328710496725,0.009625851196027416,437.6969909667969,,17.921366937555305,1e-05
2016-03-01,437.9169921875,439.65301513671875,432.3190002441406,435.12298583984375,74895800,0.0,0.0,-0.005880792374806099,-0.005898152327929521,435.12298583984375,,18.131608372148843,1e-05
2016-03-02,435.1310119628906,435.9169921875,423.989013671875,423.989013671875,74955296,0.0,0.0,-0.02558810389315269,-0.0259211734527871,423.989013671875,,18.132402440456843,1e-05
2016-03-03,423.9119873046875,425.37298583984375,419.4110107421875,421.6510009765625,100484000,0.0,0.0,-0.005514323767648155,-0.0055295837758946205,421.6510009765625,,18.425509068809006,1e-05
2016-03-04,421.83599853515625,425.1780090332031,410.9389953613281,410.9389953613281,90856096,0.0,0.0,-0.02540490972492626,-0.02573318626747075,410.9389953613281,,18.324787450170124,1e-05
2016-03-07,407.7569885253906,415.9169921875,406.3089904785156,414.3210144042969,85762400,0.0,0.0,0.016222467752560865,0.016092289510488238,414.3210144042969,,18.26709123996982,1e-05
2016-03-08,414.4649963378906,416.2430114746094,411.093994140625,413.97198486328125,70311696,0.0,0.0,-0.0008424133193375427,-0.0008427683488395658,413.97198486328125,,18.06844871563097,1e-05
