date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return,log_return,price,log_volume,RF,bond_ret,term_spread,credit_spread,T10YIE,sp500_pe,CDL2CROWS,CDL3BLACKCROWS,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS
2016-01-05,433.0690002441406,434.1820068359375,429.6759948730469,431.9599914550781,34522600,0.0,0.0,-0.0026114880105212,-0.002614903893657,431.9599914550781,17.357124739999044,0.0,25.8319,2.05,3.22,1.56,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,-100,0,0,100,0,0,0,0,0,0
2016-01-06,431.8559875488281,431.8559875488281,426.3410034179688,429.1050109863281,34042500,0.0,0.0,-0.0066093631938756,-0.0066313017548319,429.1050109863281,17.343120301980868,0.0,25.939,1.97,3.22,1.53,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-07,430.010986328125,458.7659912109375,429.0769958496094,458.0480041503906,87562200,0.0,0.0,0.0674496741427814,0.0652723213491874,458.0480041503906,18.287859955931435,0.0,25.9527,1.96,3.22,1.5,22.02,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-08,457.5379943847656,462.9339904785156,447.93798828125,453.2300109863281,56993000,0.0,0.0,-0.0105185332550441,-0.0105742440341194,453.2300109863281,17.85843901123988,0.0,25.968200000000003,1.93,3.22,1.48,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0
2016-01-11,448.697998046875,450.6619873046875,443.8550109863281,448.4280090332031,40450000,0.0,0.0,0.0009754921892843,0.0009750167059737,448.4280090332031,17.515577201468776,0.0,25.9185,1.96,3.22,1.45,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0,0,0
2016-01-12,448.1820068359375,448.1820068359375,435.6900024414063,435.6900024414063,115607000,0.0,0.0,-0.0284059120643681,-0.0288171667474453,435.6900024414063,18.56570706600247,0.0,25.9847,1.91,3.22,1.43,22.02,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-13,434.6650085449219,435.1860046386719,424.4429931640625,432.3710021972656,173888000,0.0,0.0,-0.007617802165628,-0.0076469658236023,432.3710021972656,18.97392197176816,0.0,26.042600000000004,1.86,3.22,1.43,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14,432.2879943847656,433.3240051269531,427.8450012207031,430.3059997558594,43945500,0.0,0.0,-0.0047759966115028,-0.0047874381276169,430.3059997558594,17.598460787774844,0.0,25.9121,1.85,3.22,1.43,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15,430.2550048828125,430.2550048828125,364.33099365234375,364.33099365234375,153351008,0.0,0.0,-0.1533211392380016,-0.1664338052665779,364.33099365234375,18.848240021701496,0.0,25.935,1.7999999999999998,3.22,1.36,22.02,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19,387.0260009765625,387.7300109863281,378.9719848632813,380.1489868164063,46819800,0.0,0.0,-0.0181291131096837,-0.018295459016986,380.1489868164063,17.661816748339145,0.0,25.9171,1.8,3.22,1.38,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-20,379.739990234375,425.2669982910156,376.5989990234375,420.2300109863281,121720000,0.0,0.0,0.1054350414177982,0.1002389601297084,420.2300109863281,18.617233882993045,0.0,25.877,1.7499999999999998,3.22,1.32,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-21,419.6319885253906,422.87701416015625,406.2999877929688,410.2619934082031,68338000,0.0,0.0,-0.0237203848309855,-0.0240062426478818,410.2619934082031,18.03997653878566,0.0,25.8265,1.74,3.22,1.28,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-22,409.7510070800781,410.4100036621094,375.2820129394531,382.4920043945313,91546600,0.0,0.0,-0.0676884270535906,-0.070088214427767,382.4920043945313,18.33235869021929,0.0,25.8109,1.7699999999999998,3.22,1.35,22.02,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-25,402.3169860839844,402.3169860839844,388.5539855957031,391.72601318359375,59062400,0.0,0.0,-0.0279052211835402,-0.0283019702049664,391.72601318359375,17.894105070095108,0.0,25.8318,1.7199999999999998,3.22,1.34,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-26,392.00201416015625,397.7659912109375,390.5750122070313,392.1530151367188,58147000,0.0,0.0,0.0010900525845978,0.0010894589086653,392.1530151367188,17.87848484488443,0.0,25.8535,1.6999999999999995,3.22,1.36,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0
2016-01-27,392.4440002441406,396.8429870605469,391.7820129394531,394.9719848632813,47424400,0.0,0.0,0.007188443331437,0.0071627296268085,394.9719848632813,17.674647422150233,0.0,25.8346,1.7,3.22,1.4,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-28,395.14599609375,395.50201416015625,379.7349853515625,380.28900146484375,59247900,0.0,0.0,-0.0371747464659296,-0.0378833441545607,380.28900146484375,17.89724089431342,0.0,25.835300000000004,1.66,3.22,1.42,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-29,380.1080017089844,384.3789978027344,365.4519958496094,379.4739990234375,86125296,0.0,0.0,-0.0021431133644858,-0.0021454131182751,379.4739990234375,18.271313724157213,0.0,25.899,1.62,3.22,1.41,22.02,0,0,-100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0
2016-02-01,369.3500061035156,378.0719909667969,367.9570007324219,373.0559997558594,51656700,0.0,0.0,0.0116306542741633,0.0115635381166763,373.0559997558594,17.760130464381383,1e-05,25.832,1.62,3.56,1.4,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-02,372.9200134277344,375.8829956054688,372.9200134277344,374.447998046875,40378700,0.0,0.0,0.0037313387049842,0.0037243945294053,374.447998046875,17.5138129761752,1e-05,25.9503,1.53,3.56,1.36,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-03,374.64599609375,374.9500122070313,368.0450134277344,369.9490051269531,45933400,0.0,0.0,-0.0120150005965813,-0.012087764139591,369.9490051269531,17.64270307925348,1e-05,25.8913,1.5499999999999998,3.56,1.38,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-04,370.1740112304688,391.6080017089844,369.9930114746094,389.593994140625,69285504,0.0,0.0,0.0531018836148253,0.0517399840409549,389.593994140625,18.05374626479029,1e-05,25.9198,1.58,3.56,1.36,23.39,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-05,388.8980102539063,391.093994140625,385.5719909667969,386.5490112304688,43825000,0.0,0.0,-0.0078157850376336,-0.0078464883705787,386.5490112304688,17.595714988771572,1e-05,25.936,1.57,3.56,1.33,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-08,376.7569885253906,379.8789978027344,373.3340148925781,373.4469909667969,47671100,0.0,0.0,-0.0084249487322183,-0.0084606392144856,373.4469909667969,17.679835902224198,1e-05,26.050300000000004,1.43,3.56,1.23,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-09,373.4230041503906,377.2460021972656,372.8980102539063,376.0289916992188,55318500,0.0,0.0,0.0069139685012253,0.0068901766222559,376.0289916992188,17.82861794942575,1e-05,25.9972,1.44,3.56,1.21,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-10,376.14599609375,385.4830017089844,375.7829895019531,381.6489868164063,85130896,0.0,0.0,0.0149456431319074,0.0148350574950841,381.6489868164063,18.259700582884143,1e-05,26.024,1.4,3.56,1.21,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-11,382.114013671875,383.1300048828125,376.3989868164063,379.6539916992188,74375600,0.0,0.0,-0.005227303585499,-0.0052410137358359,379.6539916992188,18.12463848902442,1e-05,26.024,1.35,3.56,1.18,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-12,379.6860046386719,384.9540100097656,379.6000061035156,384.2630004882813,67042800,0.0,0.0,0.012140024574571,0.0120669254979518,384.2630004882813,18.020841779375708,1e-05,25.8774,1.45,3.56,1.25,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-16,401.4320068359375,408.9450073242188,401.4320068359375,407.4880065917969,73093104,0.0,0.0,0.018249082493738,0.0180845664840963,407.4880065917969,18.10724458374473,1e-05,25.8549,1.48,3.56,1.25,23.39,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-17,407.656005859375,421.1669921875,406.7839965820313,416.3219909667969,83193600,0.0,0.0,0.0216791273168672,0.0214474770406657,416.3219909667969,18.236680979755786,1e-05,25.8281,1.51,3.56,1.28,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-18,416.5719909667969,425.9960021972656,415.6380004882813,422.37298583984375,76752600,0.0,0.0,0.0145344108750897,0.0144297987573754,422.37298583984375,18.15609782007929,1e-05,25.9458,1.45,3.56,1.24,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-19,422.7300109863281,423.10400390625,417.60400390625,420.7850036621094,55711300,0.0,0.0,-0.0037596679498259,-0.0037667532659047,420.7850036621094,17.83569355685308,1e-05,25.9686,1.46,3.56,1.26,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-22,438.989013671875,439.0450134277344,432.9169921875,437.74798583984375,85385200,0.0,0.0,-0.0023929423119869,-0.0023958099741213,437.74798583984375,18.262683341632524,1e-05,25.9723,1.44,3.56,1.31,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-23,438.2550048828125,439.8580017089844,417.8210144042969,420.7359924316406,85244896,0.0,0.0,-0.0388625281177814,-0.0396378293766517,420.7359924316406,18.26103880136782,1e-05,26.0189,1.42,3.56,1.32,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-24,420.95599365234375,425.5499877929688,413.9070129394531,424.9549865722656,67743696,0.0,0.0,0.010027652058578,0.0099777087542097,424.9549865722656,18.03124196542437,1e-05,26.0176,1.42,3.56,1.36,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-25,425.0369873046875,427.718994140625,420.4150085449219,424.54400634765625,70798000,0.0,0.0,-0.0009671147241367,-0.0009675826813181,424.54400634765625,18.075341309677377,1e-05,26.0958,1.39,3.56,1.39,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0,0,0
2016-02-26,424.6289978027344,432.1520080566406,421.6199951171875,432.1520080566406,61486000,0.0,0.0,0.0179204077674677,0.0177617301674763,432.1520080566406,17.934320064585886,1e-05,26.0203,1.44,3.56,1.41,23.39,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-29,433.43798828125,441.5069885253906,431.6929931640625,437.6969909667969,60694700,0.0,0.0,0.0096723287104967,0.0096258511960274,437.6969909667969,17.921366937555305,1e-05,26.0923,1.41,3.56,1.42,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-01,437.9169921875,439.6530151367188,432.3190002441406,435.12298583984375,74895800,0.0,0.0,-0.005880792374806,-0.0058981523279295,435.12298583984375,18.131608372148843,1e-05,25.9963,1.5,3.24,1.48,23.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-02,435.1310119628906,435.9169921875,423.989013671875,423.989013671875,74955296,0.0,0.0,-0.0255881038931526,-0.0259211734527871,423.989013671875,18.132402440456843,1e-05,26.0322,1.4900000000000002,3.24,1.51,23.97,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-03,423.9119873046875,425.37298583984375,419.4110107421875,421.6510009765625,100484000,0.0,0.0,-0.0055143237676481,-0.0055295837758946,421.6510009765625,18.425509068809006,1e-05,26.1044,1.56,3.24,1.53,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-04,421.83599853515625,425.1780090332031,410.9389953613281,410.9389953613281,90856096,0.0,0.0,-0.0254049097249262,-0.0257331862674707,410.9389953613281,18.324787450170124,1e-05,26.0791,1.6,3.24,1.51,23.97,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-07,407.7569885253906,415.9169921875,406.3089904785156,414.3210144042969,85762400,0.0,0.0,0.0162224677525608,0.0160922895104882,414.3210144042969,18.26709123996982,1e-05,26.1052,1.59,3.24,1.48,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0
2016-03-08,414.4649963378906,416.2430114746094,411.093994140625,413.9719848632813,70311696,0.0,0.0,-0.0008424133193375,-0.0008427683488395,413.9719848632813,18.06844871563097,1e-05,26.2352,1.54,3.24,1.46,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0,0,0
2016-03-09,413.8940124511719,416.0320129394531,411.6059875488281,414.8599853515625,70012304,0.0,0.0,0.0021450738715436,0.0021427764853751,414.8599853515625,18.064181555996218,1e-05,26.1787,1.6,3.24,1.51,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2016-03-10,414.7439880371094,417.5119934082031,413.2510070800781,417.1310119628906,81022896,0.0,0.0,0.0054742001916709,0.0054592712158215,417.1310119628906,18.210242339360683,1e-05,26.1891,1.62,3.24,1.48,23.97,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-11,417.2380065917969,423.9259948730469,417.0130004882813,421.6900024414063,73969696,0.0,0.0,0.0109293971144999,0.0108701028960191,421.6900024414063,18.11916605378137,1e-05,26.187,1.66,3.24,1.54,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-14,414.2009887695313,416.6839904785156,414.2009887695313,416.43798828125,95259400,0.0,0.0,0.0057309500340578,0.0057145906134999,416.43798828125,18.37211425476582,1e-05,26.2774,1.63,3.24,1.52,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-15,416.3880004882813,418.1310119628906,414.9849853515625,416.8299865722656,66781700,0.0,0.0,0.0009413125172212,0.0009408697604203,416.8299865722656,18.016939648879337,1e-05,26.3153,1.63,3.24,1.5,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0
2016-03-16,416.8880004882813,417.6860046386719,415.9119873046875,417.010986328125,65185800,0.0,0.0,0.0004342292102057,0.0004341349599853,417.010986328125,17.992752211765843,1e-05,26.3556,1.63,3.24,1.58,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0
2016-03-17,417.8890075683594,420.99700927734375,417.8890075683594,420.6210021972656,83528600,0.0,0.0,0.0086568843207888,0.0086196283570291,420.6210021972656,18.24069964614628,1e-05,26.4593,1.62,3.24,1.57,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-18,420.5469970703125,420.5469970703125,406.1369934082031,409.5480041503906,104940000,0.0,0.0,-0.0263253570055493,-0.0266780732442453,409.5480041503906,18.46889931622284,1e-05,26.5509,1.59,3.24,1.61,23.97,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-21,413.4179992675781,413.4179992675781,410.3810119628906,413.3070068359375,61655400,0.0,0.0,-0.0010827616381386,-0.0010833482479985,413.3070068359375,17.937071374979613,1e-05,26.5029,1.61,3.24,1.64,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
2016-03-22,413.1319885253906,418.375,412.531005859375,418.0889892578125,66813300,0.0,0.0,0.0115700492437409,0.0115036280639216,418.0889892578125,18.01741272048515,1e-05,26.5217,1.64,3.24,1.63,23.97,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-23,418.1610107421875,419.26800537109375,417.364013671875,418.0409851074219,61444200,0.0,0.0,-0.0001148180211008,-0.0001148246131943,418.0409851074219,17.933640003842296,1e-05,26.6424,1.5799999999999998,3.24,1.58,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0,0,0
2016-03-24,418.4240112304688,418.6799926757813,415.4859924316406,416.3940124511719,68346704,0.0,0.0,-0.0039397396784595,-0.003947520896867,416.3940124511719,18.04010389758671,1e-05,26.6001,1.62,3.24,1.57,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-28,426.5480041503906,426.8569946289063,423.2929992675781,424.2309875488281,68522800,0.0,0.0,-0.00593775734334,-0.0059554559191499,424.2309875488281,18.042677094566603,1e-05,26.6467,1.6,3.24,1.56,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
