date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return,log_return,price,log_volume,RF,bond_ret,term_spread,credit_spread,T10YIE,sp500_pe,BBANDS_104,DEMA_104,EMA_104,KAMA_104,SMA_104,TEMA_104,HT_TRENDLINE,SAR,ADX_104,ADXR_104,APO_104,AROON_104,AROONOSC_104,BOP_104,CCI_104,CMO_104,MACD_104,MFI_104,MINUS_DI_104,MINUS_DM_104,MOM_104,PLUS_DI_104,PLUS_DM_104,PPO_104,ROC_104,RSI_104,STOCH_104,STOCHRSI_104,TRIX_104,ULTOSC_104,WILLR_104,AD,ADOSC_104,OBV,ATR_104,NATR_104,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inPHASE,HT_PHASOR_QUADR,HT_SINE_LOWER,HT_SINE_UPPER,HT_TRENDMODE,PR_STDDEV_104
2014-10-01,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400.0,0.0,0.0,-0.0086033379705208,-0.0086405603274167,383.614990234375,17.08239147701033,0.0,25.7309,2.4,2.39,1.96,18.5,0,,,,,,,468.1740112304688,,,,0,,-0.3596577101592823,,,0,,,,,,,,,,0,,,,,-69690735.88595442,,-85041700.0,,,10.5989990234375,,,,,,,0,
2014-10-02,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700.0,0.0,0.0,-0.0222697222086099,-0.0225214365636151,375.0719909667969,16.896397068423624,0.0,25.6787,2.43,2.39,1.95,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.7103831780018528,,,0,,,,,,,,,,0,,,,,-84090713.20285739,,-106819400.0,,,12.550994873046875,,,,,,,0,
2014-10-03,375.1809997558594,377.6950073242188,357.8590087890625,359.5119934082031,30901200.0,0.0,0.0,-0.041485362632613,-0.0423704454942223,359.5119934082031,17.246305576065375,0.0,25.6947,2.4400000000000004,2.39,1.93,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.7899277830599406,,,0,,,,,,,,,,0,,,,,-109841760.74418905,,-137720600.0,,,19.835998535156307,,,,,,,0,
2014-10-06,320.3890075683594,345.1340026855469,302.5599975585937,330.0790100097656,79011800.0,0.0,0.0,0.0298555425808324,0.0294185424840825,330.0790100097656,18.18510776636575,0.0,25.7462,2.41,2.39,1.93,20.08,0,,,,,,,468.1740112304688,,,,0,,0.22760373172576157,,,0,,,,,,,,,,0,,,,,-86710165.8953468,,-216732400.0,,,56.95199584960943,,,,,,,0,
2014-10-07,330.5840148925781,339.2470092773437,320.48199462890625,336.18701171875,49199900.0,0.0,0.0,0.018504665621736,0.0183355375497698,336.18701171875,17.711402148940145,0.0,25.8554,2.34,2.39,1.92,20.08,0,,,,,,,468.1740112304688,,,,0,,0.29858739420906527,,,0,,,,,,,,,,0,,,,,-53556251.1187679,,-167532500.0,,,18.765014648437443,,,,,,,0,
2014-10-08,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300.0,0.0,0.0,0.0498323556195907,0.0486304901075319,352.94000244140625,17.818037667038055,0.0,25.8689,2.3400000000000003,2.39,1.96,20.08,0,,,,,,,468.1740112304688,,,,0,,0.6190752652430533,,,0,,,,,,,,,,0,,,,,-4556265.0052860975,,-112796200.0,,,27.176025390625,,,,,,,0,
2014-10-09,352.7479858398437,382.72601318359375,347.68701171875,365.0260009765625,83641104.0,0.0,0.0,0.0342437764253222,0.0336705088651581,365.0260009765625,18.242045631863707,0.0,25.8766,2.33,2.39,1.97,20.08,0,,,,,,,468.1740112304688,,,,0,,0.35040996099840077,,,0,,,,,,,,,,0,,,,,-5418057.772762351,,-29155096.0,,,35.03900146484375,,,,,,,0,
2014-10-10,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700.0,0.0,0.0,-0.0094897055238399,-0.0095350196858695,361.56201171875,17.5920734548477,0.0,25.8913,2.3000000000000003,2.39,1.96,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.14137729651816988,,,0,,,,,,,,,,0,,,,,-15109656.82219332,,-72820796.0,,,22.103973388671875,,,,,,,0,
2014-10-13,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400.0,0.0,0.0,0.0313433396531879,0.0308621657497129,390.41400146484375,17.37716441038428,0.0,25.9001,,2.39,,20.08,0,,,,,,,468.1740112304688,,,,0,,0.44099710756933486,,,0,,,,,,,,,,0,,,,,3173022.801198203,,-37599396.0,,,35.66400146484375,,,,,,,0,
2014-10-14,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500.0,0.0,0.0,0.0267818101121184,0.0264294547353376,400.8699951171875,17.465947995661914,0.0,26.0275,2.19,2.39,1.92,20.08,0,,,,,,,468.1740112304688,,,,0,,0.45047669689866165,,,0,,,,,,,,,,0,,,,,750984.016119977,,892104.0,,,21.28399658203125,,,,,,,0,
2014-10-15,400.9549865722656,402.22698974609375,388.7659912109375,394.7730102539063,25267100.0,0.0,0.0,-0.015209381938149,-0.0153262309019409,394.7730102539063,17.045013712193203,0.0,26.115,2.13,2.39,1.86,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.4592509465188468,,,0,,,,,,,,,,0,,,,,-1965047.3593360656,,-24374996.0,,,13.46099853515625,,,,,,,0,
2014-10-16,394.51800537109375,398.8070068359375,373.0700073242188,382.5559997558594,26990000.0,0.0,0.0,-0.0309469243862169,-0.031435894996154,382.5559997558594,17.11097698499419,0.0,26.0121,2.14,2.39,1.89,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.46477856168850523,,,0,,,,,,,,,,0,,,,,-9059415.344158575,,-51364996.0,,,25.736999511718693,,,,,,,0,
2014-10-17,382.7560119628906,385.4779968261719,375.3890075683594,383.7579956054688,13600700.0,0.0,0.0,0.0031420128043384,0.0031370869973757,383.7579956054688,16.42563181996995,0.0,25.9747,2.2,2.39,1.92,20.08,0,,,,,,,468.1740112304688,,,,0,,0.09931457125918602,,,0,,,,,,,,,,0,,,,,-96091.79577913135,,-37764296.0,,,10.0889892578125,,,,,,,0,
2014-10-20,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,16419000.0,0.0,0.0,-0.0172020478755261,-0.0173517220527155,382.8450012207031,16.613949758794163,0.0,26.0068,2.18,2.39,1.91,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.5397215967563469,,,0,,,,,,,,,,0,,,,,-3767923.1211735616,,-54183296.0,,,11.832000732421875,,,,,,,0,
2014-10-21,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,14188900.0,0.0,0.0,0.0094816567311528,0.0094369879579728,386.4750061035156,16.467970526751596,0.0,25.988000000000003,2.21,2.39,1.9,20.08,0,,,,,,,468.1740112304688,,,,0,,0.34321220498378785,,,0,,,,,,,,,,0,,,,,-4404573.277611277,,-39994396.0,,,11.811981201171875,,,,,,,0,
2014-10-22,386.1180114746094,388.5759887695313,382.2489929199219,383.1579895019531,11641300.0,0.0,0.0,-0.0085827454535936,-0.0086197893243934,383.1579895019531,16.270069677880187,0.0,25.9608,2.23,2.39,1.91,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.4678400370436427,,,0,,,,,,,,,,0,,,,,-12700872.850258818,,-51635696.0,,,6.326995849609432,,,,,,,0,
2014-10-23,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,26456900.0,0.0,0.0,-0.0645712682296215,-0.0667503181364442,358.4169921875,17.09102755181325,0.0,25.887600000000003,2.28,2.39,1.91,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.8581868505908037,,,0,,,,,,,,,,0,,,,,-35513137.95837898,,-78092596.0,,,28.60101318359375,,,,,,,0,
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,15585700.0,0.0,0.0,-0.0002008581299606,-0.0002008783046563,358.3450012207031,16.561864385157282,0.0,25.885900000000003,2.28,2.39,1.9,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.02228279047653272,,,0,,,,,,,,,,0,,,,,-36868403.10700002,,-93678296.0,,,11.040008544921875,,,,,,,0,
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,13033000.0,0.0,0.0,-0.0048350069057392,-0.0048467333652392,352.989013671875,16.382995160512856,0.0,25.9166,2.25,2.39,1.89,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.2026515675585932,,,0,,,,,,,,,,0,,,,,-40506582.42159091,,-106711296.0,,,8.822998046875,,,,,,,0,
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,7845880.0,0.0,0.0,0.0131137163578618,0.0130284759828443,357.6180114746094,15.875499111217136,0.0,25.8788,2.28,2.39,1.91,20.08,0,,,,,,,468.1740112304688,,,,0,,0.6027380091991094,,,0,,,,,,,,,,0,,,,,-37743049.32677157,,-98865416.0,,,7.305023193359375,,,,,,,0,
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,18192700.0,0.0,0.0,-0.0615936763526367,-0.063572242910927,335.59100341796875,16.716530972684243,0.0,25.8572,2.31,2.39,1.92,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.9558899956985045,,,0,,,,,,,,,,0,,,,,-55534496.94595489,,-117058116.0,,,22.490020751953125,,,,,,,0,
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,30177900.0,0.0,0.0,0.0289459167822625,0.0285348964640919,345.30499267578125,17.222620426378032,0.0,25.8611,2.31,2.39,1.9,20.08,0,,,,,,,468.1740112304688,,,,0,,0.6057683045707967,,,0,,,,,,,,,,0,,,,,-46723641.735755265,,-86880216.0,,,15.84100341796875,,,,,,,0,
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,12545400.0,0.0,0.0,-0.0202255351634659,-0.0204328717252186,338.3210144042969,16.34486462248757,0.0,25.8252,2.3400000000000003,2.39,1.92,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.6134072270271783,,,0,,,,,,,,,,0,,,,,-56555805.33975224,,-99425616.0,,,10.90301513671875,15.646696015449795,,-19.457922043675,-9.490648423373088,,,0,
2014-11-03,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,12948500.0,0.0,0.0,0.0050998101009014,0.0050868501130118,327.5539855957031,16.376490509285166,0.0,25.8097,2.34,2.39,1.93,20.08,0,,,,,,,468.1740112304688,,,,0,,0.23295143204031274,,,0,,,,,,,,,,0,,,,,-63204074.9956113,,-112374116.0,,,12.84002685546875,17.21176482512415,,-19.45277108110013,1.4721315544913205,,,0,
2014-11-04,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,15655500.0,0.0,0.0,0.0089695712097195,0.0089295835428139,330.49200439453125,16.566332850910353,0.0,25.8068,2.3200000000000003,2.39,1.92,20.08,0,,,,,,,468.1740112304688,,,,0,,0.4979061938344479,,,0,,,,,,,,,,0,,,,,-53515887.301170155,,-96718616.0,,,6.69000244140625,18.933208777083244,,-15.698810585488282,3.2025682559280546,,,0,
2014-11-05,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,19817200.0,0.0,0.0,0.0272139353373663,0.0268502201946437,339.4859924316406,16.80206080544338,0.0,25.7927,2.33,2.39,1.93,20.08,0,,,,,,,468.1740112304688,,,,0,,0.6939142734800118,,,0,,,,,,,,,,0,,,,,-45830211.42035398,,-76901416.0,,,12.876983642578125,20.688032690585615,,-16.749646738846952,-2.4452019971808294,,,0,
2014-11-06,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,18797000.0,0.0,0.0,0.0288790004060488,0.0284698604392306,349.2900085449219,16.749207840598732,0.0,25.7441,2.3600000000000003,2.39,1.94,20.08,0,,,,,,,468.1740112304688,,,,0,,0.6761109898596468,,,0,,,,,,,,,,0,,,,,-36536403.93177027,,-58104416.0,,,14.5419921875,22.112756595115968,,-17.819532135100623,6.945130961582692,,,0,
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,16834200.0,0.0,0.0,-0.0196827845967881,-0.0198790705066114,342.4150085449219,16.638923089400677,0.0,25.8198,2.29,2.39,1.94,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.6757017988557295,,,0,,,,,,,,,,0,,,,,-51406896.84163807,,-74938616.0,,,10.95599365234375,23.402480563815253,,-12.529966850945694,2.7131921130285255,,,0,
2014-11-10,362.2650146484375,374.8160095214844,357.5610046386719,366.9240112304688,30450100.0,0.0,0.0,0.010075326995947,0.0100249092562358,366.9240112304688,17.231599836187037,0.0,25.7604,2.36,2.39,1.94,20.08,0,,,,,,,468.1740112304688,,,,0,,0.27000841863986236,,,0,,,,,,,,,,0,,,,,-48810992.049733914,,-44488516.0,,,32.4010009765625,24.647094409028732,,-18.178789414948945,5.017720133609944,,,0,
2014-11-11,365.8569946289063,371.30999755859375,363.7349853515625,367.6950073242188,15838900.0,0.0,0.0,0.0021012418652148,0.0020990373441413,367.6950073242188,16.57797949749473,0.0,25.7634,,2.39,,20.08,0,,,,,,,468.1740112304688,,,,0,,0.24264154896099396,,,0,,,,,,,,,,0,,,,,-48089551.205798104,,-28649616.0,,,7.57501220703125,25.369040691625464,,-14.151335704213118,33.34624724283727,,,0,
2014-11-12,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,45783200.0,0.0,0.0,0.1519356972535466,0.1414437423595007,423.5610046386719,17.639427769565277,0.0,25.7604,2.35,2.39,1.91,20.08,0,,,,,,,468.1740112304688,,,,0,,0.9002643278080071,,,0,,,,,,,,,,0,,,,,-11438787.659998998,,17133584.0,,,62.02297973632807,25.496035498717433,,-1.8678031541811306,52.3546663823947,,,0,
2014-11-13,427.2730102539063,457.0929870605469,401.12298583984375,420.7349853515625,58945000.0,0.0,0.0,-0.0066720478423649,-0.0066944054564416,420.7349853515625,17.892115363708363,0.0,25.7727,2.33,2.39,1.88,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.11681302054225098,,,0,,,,,,,,,,0,,,,,-29074897.68303576,,-41811416.0,,,55.970001220703125,25.627533849201868,,13.907752776866943,43.910019883371845,,,0,
2014-11-14,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,29589200.0,0.0,0.0,-0.0544689483532032,-0.056008549913856,397.8179931640625,17.202919987850045,0.0,25.785500000000003,2.3,2.39,1.89,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.5977132413104232,,,0,,,,,,,,,,0,,,,,-36291274.70351954,,-71400616.0,,,35.94598388671875,26.357759357484483,,18.821383597233403,45.30011172900308,,,0,
2014-11-17,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,41518800.0,0.0,0.0,-0.0012220186486088,-0.0012227659222478,387.4079895019531,17.54165689467014,0.0,25.7417,2.31,2.39,1.86,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.0287796978761731,,,0,,,,,,,,,,0,,,,,-52652762.24998846,,-112919416.0,,,32.696990966796875,26.799474226184152,,32.40718962925008,57.23975634761467,,,0,
2014-11-18,387.7850036621094,392.4020080566406,371.1170043945313,375.197998046875,32222500.0,0.0,0.0,-0.0315171390006053,-0.0320244927300857,375.197998046875,17.28817552426107,0.0,25.7471,2.3,2.39,1.84,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.5913555766796151,,,0,,,,,,,,,,0,,,,,-72519162.14776154,,-145141916.0,,,21.285003662109318,26.919232076488857,,42.43101887567132,54.74365398985427,,,0,
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.5549926757813,18931800.0,0.0,0.0,0.01427778041672,0.0141768128370029,380.5549926757813,16.75635360582824,0.0,25.6948,2.35,2.39,1.83,20.08,0,,,,,,,468.1740112304688,,,,0,,0.5291220582707952,,,0,,,,,,,,,,0,,,,,-71416496.18221946,,-126210116.0,,,12.584991455078125,27.105104249885848,,64.62702368551649,55.14376740814882,,,0,
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,25233200.0,0.0,0.0,-0.0596891297580294,-0.0615447453682126,357.8399963378906,17.043671145709755,0.0,25.7193,2.32,2.39,1.85,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.8899944994831932,,,0,,,,,,,,,,0,,,,,-94532620.34592935,,-151443316.0,,,25.243988037109375,27.015828286090372,,82.95673170334072,-56.001353034904675,,,0,
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,29850100.0,0.0,0.0,-0.0195394714567598,-0.0197328906137337,350.8479919433594,17.211698747881027,0.0,25.7843,2.3000000000000003,2.39,1.86,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.5107145153031254,,,0,,,,,,,,,,0,,,,,-95172279.052429,,-181293416.0,,,13.766998291015625,26.467912050152215,,38.11859152899581,-144.66497779917114,,,0,
2014-11-24,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,30930100.0,0.0,0.0,0.0253772801028706,0.0250606230153696,376.9010009765625,17.247240377763042,0.0,25.8052,2.28,2.39,1.86,20.08,0,,,,,,,468.1740112304688,,,,0,,0.48456664017056555,,,0,,,,,,,,,,0,,,,,-95286752.42993902,,-150363316.0,,,36.36102294921875,25.54856590357452,,-1.7849435660356332,-122.3909108582842,,,0,
2014-11-25,376.885986328125,394.7009887695313,374.7839965820313,375.3479919433594,25442200.0,0.0,0.0,-0.0041204693783758,-0.0041289819041063,375.3479919433594,17.051919770684613,0.0,25.8911,2.25,2.39,1.85,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.07722021328757048,,,0,,,,,,,,,,0,,,,,-119288043.81814706,,-175805516.0,,,19.9169921875,24.598202847768448,,-32.42073283478942,-75.29268543178945,,,0,
2014-11-26,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,18601700.0,0.0,0.0,-0.0185907397293998,-0.0187657195948162,368.3699951171875,16.738763532356362,0.0,25.9358,2.22,2.39,1.82,20.08,0,,,,,,,468.1740112304688,,,,0,,-0.6437489244867715,,,0,,,,,,,,,,0,,,,,-129893022.77199054,,-194407216.0,,,11.881988525390625,23.886995746549243,,-38.50729518283302,-11.833852552564162,,,0,
2014-11-28,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,22946500.0,0.0,0.0,0.0183325054586482,0.0181664909848876,376.4469909667969,16.948675977394068,0.0,25.9833,2.16,2.39,1.79,20.08,0,,,,,,,468.1740112304688,,,,0,,0.29007876262698956,,,0,,,,,,,,,,0,,,,,-118975512.06588039,,-171460716.0,,,24.383026123046875,23.243976771209898,,-33.4182621581931,6.987985930133613,,,0,
2014-12-01,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,11763000.0,0.0,0.0,0.0031689130085912,0.0031639025860348,379.2449951171875,16.28046956994258,0.0,25.921,2.1900000000000004,2.53,1.79,20.08,0,,,,,,,468.1740112304688,,,,0,,0.14242884449215784,,,0,,,,,,,,,,0,,,,,-122072292.01403572,,-159697716.0,,,7.214996337890625,22.483307249113516,,-34.74128925969891,36.79352677875665,,,0,
2014-12-02,379.25,384.0379943847656,377.8630065917969,381.3150024414063,12364100.0,0.0,0.0,0.0054582324114234,0.0054433902443984,381.3150024414063,16.33030767019885,0.0,25.8138,2.25,2.53,1.77,21.42,0,,,,,,,468.1740112304688,,,,0,,0.3344140119204212,,,0,,,,,,,,,,0,,,,,-120612616.70787068,,-147333616.0,,,6.17498779296875,21.6028428938873,,-10.812172476671558,62.08896601847939,,,0,
2014-12-03,381.7219848632813,383.0260009765625,374.3460083007813,375.010009765625,13340100.0,0.0,0.0,-0.0165348665418694,-0.016673093272921,375.010009765625,16.40628509467553,0.0,25.8073,2.28,2.53,1.79,21.42,0,,,,,,,468.1740112304688,,,,0,,-0.7732696729553673,,,0,,,,,,,,,,0,,,,,-131911736.658227,,-160673716.0,,,8.679992675781193,20.71598235951228,,8.30407236291868,29.065079351794427,,,0,
2014-12-04,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,14529600.0,0.0,0.0,-0.0144156308327707,-0.0145205455339677,369.60400390625,16.4916985059177,0.0,25.852,2.23,2.53,1.77,21.42,0,,,,,,,468.1740112304688,,,,0,,-0.5611220031369034,,,0,,,,,,,,,,0,,,,,-141520789.7884085,,-175203316.0,,,10.89599609375,19.909136782565565,,7.025531854071615,8.698688626480383,,,0,
2014-12-05,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,15181800.0,0.0,0.0,0.0196155883685691,0.0194256821128081,376.85400390625,16.53560789997715,0.0,25.7859,2.29,2.53,1.75,21.42,0,,,,,,,468.1740112304688,,,,0,,0.5516546664546755,,,0,,,,,,,,,,0,,,,,-131622533.43117316,,-160021516.0,,,13.43597412109375,19.208268411587504,,9.178166449628076,4.425095420517771,,,0,
2014-12-08,374.9649963378906,376.0289916992188,361.885986328125,361.9089965820313,18898700.0,0.0,0.0,-0.0351537732994562,-0.0357865409101867,361.9089965820313,16.754603694595424,0.0,25.8468,2.23,2.53,1.71,21.42,0,,,,,,,468.1740112304688,,,,0,,-0.9231418226386192,,,0,,,,,,,,,,0,,,,,-150459738.17269182,,-178920216.0,,,14.968017578125,18.602071634467084,,8.727896741806253,-5.643741056736727,,,0,
2014-12-09,361.8949890136719,363.0669860839844,344.95098876953125,352.218994140625,32915500.0,0.0,0.0,-0.0267746934531092,-0.0271396649717955,352.218994140625,17.3094542294113,0.0,25.862800000000004,2.18,2.53,1.73,21.42,0,,,,,,,468.1740112304688,,,,0,,-0.5341132870077911,,,0,,,,,,,,,,0,,,,,-156964323.3729445,,-211835716.0,,,18.115997314453125,18.077788273127915,,6.182738276452319,-8.30592819021884,,,0,
2014-12-10,352.2049865722656,352.3840026855469,346.364990234375,346.364990234375,16427700.0,0.0,0.0,-0.0166203526886251,-0.0167600204647822,346.364990234375,16.614479492387094,0.0,25.9112,2.1500000000000004,2.53,1.71,21.42,0,,,,,,,468.1740112304688,,,,0,,-0.9702582251268816,,,0,,,,,,,,,,0,,,,,-173392023.3729445,,-228263416.0,,,6.019012451171875,17.62208040554608,,3.0580542719555805,-15.066225550394657,,,0,
2014-12-11,344.3399963378906,361.3569946289063,338.76300048828125,350.5060119628906,32431300.0,0.0,0.0,0.0119556590454292,0.0118847547328603,350.5060119628906,17.294634563819873,0.0,25.8837,2.16,2.53,1.7,21.42,0,,,,,,,468.1740112304688,,,,0,,0.272905073207628,,,0,,,,,,,,,,0,,,,,-172111609.92678326,,-195832116.0,,,22.593994140625057,17.227229241628564,,-5.04004875159685,-13.807318658443346,,,0,
2014-12-12,350.8330078125,352.9830017089844,349.2909851074219,352.5419921875,16989800.0,0.0,0.0,0.005808688453609,0.0057918830695892,352.5419921875,16.64812372194846,0.0,25.958,2.08,2.53,1.64,21.42,0,,,,,,,468.1740112304688,,,,0,,0.46288642750867914,,,0,,,,,,,,,,0,,,,,-159180656.0137398,,-178842316.0,,,3.6920166015625,16.890547381109144,,-5.824600408236636,-9.180524805401546,,,0,
