date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return,log_return,price,dp,log_volume,RF,bond_ret,term_spread,EPS,credit_spread,T10YIE,BBANDS_14,DEMA_14,EMA_14,KAMA_14,SMA_14,TEMA_14,HT_TRENDLINE,SAR,ADX_14,ADXR_14,APO_14,AROON_14,AROONOSC_14,BOP_14,CCI_14,CMO_14,MACD_14,MFI_14,MINUS_DI_14,MINUS_DM_14,MOM_14,PLUS_DI_14,PLUS_DM_14,PPO_14,ROC_14,RSI_14,STOCH_14,STOCHRSI_14,TRIX_14,ULTOSC_14,WILLR_14,AD,ADOSC_14,OBV,ATR_14,NATR_14,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inPHASE,HT_PHASOR_QUADR,HT_SINE_LOWER,HT_SINE_UPPER,HT_TRENDMODE,PR_STDDEV_14
2010-01-04,87.70489762713272,88.501006009918,87.03366630519125,88.45417785644531,118944600.0,0.0,0,,,88.45417785644531,,18.59416839645703,0.0,18.8862,3.77,,,2.38,0,,,,,,,,,,,0,,0.5106385569060294,,,0,,,,,,,,,,0,,,,,111352689.32573012,,118944600.0,,,,,,,,,,0,
2010-01-05,88.39957284203643,88.72738193641156,88.07956447270456,88.6883544921875,111579900.0,0.0,0,0.002647434427825779,0.002643936146254752,88.6883544921875,,18.530251484163294,0.0,19.0141,3.7,,,2.34,0,,,,,,,87.03366630519125,,,,0,,0.44577626620093425,,,0,,,,,,,,,,0,,,,,209488437.0212906,,230524500.0,,,0.6478174637069998,,,,,,,0,
2010-01-06,88.60251155225902,88.96934814332994,88.5322692883107,88.75080871582031,116074400.0,0.0,0,0.0007041986965528046,0.0007039508649923074,88.75080871582031,,18.56974192278518,0.0,18.9835,3.79,,,2.37,0,,,,,,,87.03366630519125,,,,0,,0.33929155313351517,,,0,,,,,,,,,,0,,,,,209488437.02128682,,346598900.0,,,0.43707885501923727,,,,,,,0,
2010-01-07,88.58689471956914,89.23471220701136,88.3371345497393,89.12544250488281,131091100.0,0.0,0,0.0042211873275666,0.0042123031088654745,89.12544250488281,,18.691403059320418,0.0,18.9899,3.8000000000000003,,,2.41,0,,,,,,,87.03366630519125,,,,0,,0.6000013268494675,,,0,,,,,,,,,,0,,,,,308661885.4784935,,477690000.0,,,0.897577657272052,,,,,,,0,
2010-01-08,88.89126374965728,89.46103213394983,88.71175184354144,89.42200469970703,126402800.0,0.0,0,0.0033274695360752116,0.0033219457593924788,89.42200469970703,,18.654984191330417,0.0,19.0322,3.7800000000000002,,,2.42,0,,,,,,,87.03366630519125,,,,0,,0.7083343267450266,,,0,,,,,,,,,,0,,,,,421896910.9400317,,604092800.0,,,0.7492802904083931,,,,,,,0,
2010-01-11,89.82005678929657,89.85907826656825,89.1644328507816,89.54688262939453,106375700.0,0.0,0,0.0013965011196837018,0.0013955269188712749,89.54688262939453,,18.482487725329698,0.0,19.043699999999998,3.81,,,2.38,0,,,,,,,87.03366630519125,,,,0,,-0.3932569821866374,,,0,,,,,,,,,,0,,,,,432655397.6494459,,710468500.0,,,0.6946454157866526,,,,,,,0,
2010-01-12,88.95372257008445,89.14104119044514,88.36834667104966,88.7117691040039,163333500.0,0.0,0,-0.009325992160407082,-0.009369751503990525,88.7117691040039,,18.91130468080848,0.0,19.153399999999998,3.6900000000000004,,,2.39,0,,,,,,,87.03366630519125,,,,0,,-0.31312952273796496,,,0,,,,,,,,,,0,,,,,414508349.85002905,,547135000.0,,,1.1785359583448667,,,,,,,0,
2010-01-13,88.93810401333847,89.71080444232398,88.485417870154,89.46104431152344,161822000.0,0.0,0,0.008446175914281318,0.008410706550872815,89.46104431152344,,18.902007523679284,0.0,19.0825,3.7399999999999998,,,2.37,0,,,,,,,87.03366630519125,,,,0,,0.4267553685192682,,,0,,,,,,,,,,0,,,,,510364743.8864633,,708957000.0,,,1.225386572169981,,,,,,,0,
2010-01-14,89.3595956973982,89.86692275337688,89.30496084243143,89.70301818847656,115718800.0,0.0,0,0.002704796023960121,0.002701144645867874,89.70301818847656,,18.566673668160163,0.0,19.1497,3.71,,,2.36,0,,,,,,,87.03366630519125,,,,0,,0.6111134658585241,,,0,,,,,,,,,,0,,,,,558581319.2859489,,824675800.0,,,0.5619619109454561,,,,,,,0,
2010-01-15,89.54689339541113,89.63274303763035,88.35272171612384,88.6961441040039,212283100.0,0.0,0,-0.011224528503122388,-0.011287998920456824,88.6961441040039,,19.1734313191714,0.0,19.1963,3.64,,,2.36,0,,,,,,,87.03366630519125,,,,0,,-0.6646368127727309,,,0,,,,,,,,,,0,,,,,460206898.59260446,,612392700.0,,,1.3502964723527242,,,,,,,0,
2010-01-19,88.68053349995215,89.85908582534572,88.657113465919,89.80445098876953,139172700.0,0.0,0,0.012495547534355556,0.01241812249195535,89.80445098876953,,18.75122616594076,0.0,19.1616,3.67,,,2.38,0,,,,,,,87.03366630519125,,,,0,,0.9350610103492198,,,0,,,,,,,,,,0,,,,,586727597.6364545,,751565400.0,,,1.201972359426719,,,,,,,0,
2010-01-20,89.19566080829095,89.32834456027943,88.18101299604008,88.89126586914062,216490200.0,0.0,0,-0.010168595315427131,-0.01022064865431442,88.89126586914062,,19.193055838793388,0.0,19.2149,3.6300000000000003,,,2.37,0,,,,,,,87.03366630519125,,,,0,,-0.26530686388998004,,,0,,,,,,,,,,0,,,,,638272883.3507373,,535075200.0,,,1.6234379927294498,,,,,,,0,
2010-01-21,88.91468982899403,89.18786404131228,87.07270663343208,87.18197631835938,344859600.0,0.0,0,-0.019228993243245562,-0.019416275047932655,87.18197631835938,,19.658647935644616,0.0,19.258699999999997,3.56,,,2.33,0,,,,,,,87.03366630519125,,,,0,,-0.8191889190749007,,,0,,,,,,,,,,0,,,,,329044390.23267806,,190215600.0,,,2.1151574078802042,,,,,,,0,
